"","X","ncbi_name","phylotree_tip_label","img_id","ncbi_acc","kegg_abb","trnadb_name","families","ecosystem","habitat"
"1863",1863,"Weeksella virosa DSM 16922","t650377986",650377986,"GCA_000189415.1","wvi","Weeksella virosa DSM 16922","Bacteroidetes/Chlorobi group","Host-associated","Host, Human"
"1865",1865,"Flavobacterium johnsoniae UW101","t644736369",644736369,"GCA_000016645.1","fjo","Flavobacterium johnsoniae UW101 ATCC 17061","Bacteroidetes/Chlorobi group","Environmental","Fresh water, Soil"
"1866",1866,"Flavobacterium psychrophilum JIP02/86","t640753027",640753027,"GCA_000064305.2","fps","Flavobacterium psychrophilum JIP02/86","Bacteroidetes/Chlorobi group","Host-associated","Fresh water, Host"
"1867",1867,"Capnocytophaga canimorsus Cc5","t650716019",650716019,"GCA_000220625.1","ccm","Capnocytophaga canimorsus Cc5","Bacteroidetes/Chlorobi group","Host-associated","Gingival crevices, Host"
"1871",1871,"Capnocytophaga ochracea DSM 7271","t644736338",644736338,"GCA_000023285.1","coc","Capnocytophaga ochracea DSM 7271","Bacteroidetes/Chlorobi group","Host-associated","Host, Human"
"1874",1874,"Robiginitalea biformata HTCC2501","t646311950",646311950,"GCA_000024125.1","rbi","Robiginitalea biformata HTCC2501","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Marine"
"1876",1876,"Maribacter sp. HTCC2170","t648028027",648028027,"GCA_000153165.2","fbc","Maribacter sp. HTCC2170","Bacteroidetes/Chlorobi group","Environmental","Fresh water, Marine"
"1877",1877,"Cellulophaga lytica DSM 7489","t649633032",649633032,"GCA_000190595.1","cly","Cellulophaga lytica DSM 7489","Bacteroidetes/Chlorobi group","Environmental","Mud"
"1878",1878,"Cellulophaga algicola DSM 14237","t649633031",649633031,"GCA_000186265.1","cao","Cellulophaga algicola DSM 14237","Bacteroidetes/Chlorobi group","Host-associated","Marine"
"1880",1880,"Polaribacter sp. MED152","t638341218",638341218,"GCA_000152945.2","pom","Polaribacter sp. MED152","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Marine"
"1882",1882,"Lacinutrix sp. 5H-3-7-4","t650716044",650716044,"GCA_000211855.3","lan","Lacinutrix sp. 5H-3-7-4","Bacteroidetes/Chlorobi group","Environmental","Sea water"
"1886",1886,"Dokdonia sp. MED134","t638341059",638341059,"GCA_000152925.3","dok","Dokdonia sp. MED134","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Marine"
"1888",1888,"Zunongwangia profunda SM-A87","t646564591",646564591,"GCA_000023465.1","zpr","Zunongwangia profunda SM-A87 SMA-87","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Deep sea, Marine, Sediment"
"1889",1889,"Gramella forsetii KT0803","t639633025",639633025,"GCA_000060345.1","gfo","Gramella forsetii KT0803","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Marine"
"1891",1891,"Aequorivita sublithincola DSM 14238","t2509276063",2509276063,"GCA_000265385.1","asl","Aequorivita sublithincola DSM 14238","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Marine, Sea water"
"1892",1892,"Muricauda ruestringensis DSM 13258","t2505679007",2505679007,"GCA_000224085.1","mrs","Muricauda ruestringensis DSM 13258","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Marine, Sediment"
"1894",1894,"Flavobacterium columnare ATCC 49512","t2511231122",2511231122,"GCA_000240075.2","fco","Flavobacterium columnare ATCC 49512","Bacteroidetes/Chlorobi group","Host-associated","Aquatic, Fresh water, Host"
"1895",1895,"Chitinophaga pinensis DSM 2588","t644736340",644736340,"GCA_000024005.1","cpi","Chitinophaga pinensis DSM 2588","Bacteroidetes/Chlorobi group","Environmental","Soil"
"1896",1896,"Niastella koreensis GR20-10","t2506520016",2506520016,"GCA_000246855.1","nko","Niastella koreensis GR20-10","Bacteroidetes/Chlorobi group","Environmental","Soil"
"1897",1897,"Niabella soli DSM 19437","t2506783006",2506783006,"GCA_000243115.3","nso","Niabella soli DSM 19437 JS13-8","Bacteroidetes/Chlorobi group","Environmental","Soil"
"1898",1898,"Haliscomenobacter hydrossis DSM 1100","t2504756004",2504756004,"GCA_000212735.1","hhy","Haliscomenobacter hydrossis DSM 1100","Bacteroidetes/Chlorobi group","Engineered","Sludge"
"1899",1899,"Saprospira grandis str. Lewin","t2512564032",2512564032,"GCA_000250635.1","sgn","Saprospira grandis str. Lewin","Bacteroidetes/Chlorobi group","Environmental","Marine"
"1901",1901,"Rhodothermus marinus DSM 4252","t646311949",646311949,"GCA_000024845.1","rmr","Rhodothermus marinus DSM 4252","Bacteroidetes/Chlorobi group","Environmental","Aquatic, Hot spring"
"1903",1903,"Rhodothermus marinus SG0.5JP17-172","t2505679078",2505679078,"GCA_000224745.1","rmg","Rhodothermus marinus SG0.5JP17-172","Bacteroidetes/Chlorobi group","","Hot spring, Marine"
"1904",1904,"Salinibacter ruber DSM 13855","t637000250",637000250,"GCA_000013045.1","sru","Salinibacter ruber DSM 13855 M31","Bacteroidetes/Chlorobi group","Environmental","Ponds"
"1905",1905,"uncultured Termite group 1 bacterium phylotype Rs-D17","t642555172",642555172,"GCA_000146025.1","rsd","uncultured Termite group 1 bacterium phylotype Rs-D17","Elusimicrobia","Host-associated","Gut, Host"
"1906",1906,"Elusimicrobium minutum Pei191","t642555127",642555127,"GCA_000020145.1","emi","Elusimicrobium minutum Pei191","Elusimicrobia","Host-associated","Host, Termite gut"
"1907",1907,"Thermodesulfovibrio yellowstonii DSM 11347","t643348581",643348581,"GCA_000020985.1","tye","Thermodesulfovibrio yellowstonii DSM 11347","Nitrospira","Environmental","Aquatic, Fresh water"
"1908",1908,"Denitrovibrio acetiphilus DSM 12809","t646564527",646564527,"GCA_000025725.1","dap","Denitrovibrio acetiphilus DSM 12809","Deferribacteres","Environmental","Oil fields"
"1909",1909,"Calditerrivibrio nitroreducens DSM 19672","t649633026",649633026,"GCA_000183405.1","cni","Calditerrivibrio nitroreducens DSM 19672","Deferribacteres","Environmental","Aquatic, Hot spring"
"1910",1910,"Flexistipes sinusarabici DSM 4947","t2505679008",2505679008,"GCA_000218625.1","fsi","Flexistipes sinusarabici DSM 4947","Deferribacteres","Environmental","Aquatic, Marine, Sea water"
"1911",1911,"Desulfurispirillum indicum S5","t649633038",649633038,"GCA_000177635.2","din","Desulfurispirillum indicum S5","Chrysiogenetes","Environmental","Aquatic, Fresh water, Sediment"
"1912",1912,"Desulfurella acetivorans A63","t2512564091",2512564091,"GCA_000517565.1","dpb","Desulfurella acetivorans A63","Deltaproteobacteria","Environmental","Aquatic, Hot spring"
"1913",1913,"Hippea maritima DSM 10411","t2504136000",2504136000,"GCA_000194135.1","dav","Hippea maritima DSM 10411","Deltaproteobacteria","Environmental","Aquatic, Marine, Sediment"
"1914",1914,"Nautilia profundicola AmH","t643692029",643692029,"GCA_000021725.1","gsu","Nautilia profundicola AmH","Epsilonproteobacteria","Host-associated","Fresh water, Host, Hydrothermal vent"
"1916",1916,"Sulfurimonas denitrificans DSM 1251","t637000326",637000326,"GCA_000012965.1","sua","Sulfurimonas denitrificans DSM 1251","Epsilonproteobacteria","Environmental","Marine, Mud"
"1917",1917,"Sulfurimonas autotrophica DSM 16294","t648028058",648028058,"GCA_000147355.1","sku","Sulfurimonas autotrophica DSM 16294","Epsilonproteobacteria","Environmental","Aquatic, Deep sea, Marine, Sediment"
"1918",1918,"Sulfuricurvum kujiense DSM 16994","t649633097",649633097,"GCA_000183725.1","sulr","Sulfuricurvum kujiense DSM 16994","Epsilonproteobacteria","Environmental","Aquatic, Oil fields"
"1919",1919,"Nitratifractor salsuginis DSM 16511","t649633076",649633076,"GCA_000186245.1","nis","Nitratifractor salsuginis DSM 16511","Epsilonproteobacteria","Environmental","Aquatic, Deep sea, Marine"
"1920",1920,"Sulfurovum sp. NBC37-1","t640753056",640753056,"GCA_000010345.1","slh","Sulfurovum sp. NBC37-1","Epsilonproteobacteria","Environmental","Aquatic, Deep sea, Hydrothermal vent, Marine"
"1921",1921,"Campylobacter curvus 525.92","t640753010",640753010,"GCA_000017465.1","cha","Campylobacter curvus 525.92","Epsilonproteobacteria","Host-associated","Feces, Gastrointestinal tract, Host, Wastewater"
"1922",1922,"Campylobacter concisus 13826","t640753009",640753009,"GCA_000017725.1","cla","Campylobacter concisus 13826","Epsilonproteobacteria","Host-associated","Feces, Gastrointestinal tract, Host, Wastewater"
"1925",1925,"Campylobacter hominis ATCC BAA-381","t640753011",640753011,"GCA_000017585.1","cco","Campylobacter hominis ATCC BAA-381","Epsilonproteobacteria","Host-associated","Feces, Gastrointestinal tract, Host"
"1927",1927,"Campylobacter fetus subsp. fetus 82-40","t639633016",639633016,"GCA_000015085.1","cft","Campylobacter fetus subsp. fetus 82-40","Epsilonproteobacteria","Host-associated","Host, Wastewater"
"1929",1929,"Campylobacter lari RM2100","t643692014",643692014,"GCA_000019205.1","clr","Campylobacter lari RM2100 ATCC BAA-1060D","Epsilonproteobacteria","Host-associated","Fresh water, Host, Soil"
"1945",1945,"Campylobacter jejuni subsp. jejuni ICDCCJ07001","t649633027",649633027,"GCA_000184085.1","cji","Campylobacter jejuni subsp. jejuni ICDCCJ07001","Epsilonproteobacteria","Host-associated","Host, Wastewater"
"1950",1950,"Campylobacter jejuni subsp. doylei 269.97","t640753012",640753012,"GCA_000017485.1","cjz","Campylobacter jejuni subsp. doylei 269.97","Epsilonproteobacteria","Host-associated","Blood, Host, Wastewater"
"1952",1952,"Sulfurospirillum deleyianum DSM 6946","t646311960",646311960,"GCA_000024885.1","sba","Sulfurospirillum deleyianum DSM 6946","Epsilonproteobacteria","Environmental","Aquatic, Mud"
"1953",1953,"Sulfurospirillum barnesii SES-3","t2506783064",2506783064,"GCA_000265295.1","smul","Sulfurospirillum barnesii SES-3","Epsilonproteobacteria","Environmental","Aquatic, Fresh water, Marsh, Sediment"
"1954",1954,"Arcobacter nitrofigilis DSM 7299","t646564506",646564506,"GCA_000092245.1","arc","Arcobacter nitrofigilis DSM 7299","Epsilonproteobacteria","Host-associated","Plants"
"1955",1955,"Arcobacter butzleri ED-1","t2511231182",2511231182,"GCA_000284355.1","abl","Arcobacter butzleri ED-1","Epsilonproteobacteria","Engineered","Biofilm, Fresh water, Host, Marine"
"1956",1956,"Arcobacter sp. L","t2511231177",2511231177,"GCA_000284235.1","sdl","Arcobacter sp. L","Epsilonproteobacteria","","Fresh water, Host, Marine"
"1957",1957,"Arcobacter butzleri RM4018","t640753004",640753004,"GCA_000014025.1","abt","Arcobacter butzleri RM4018","Epsilonproteobacteria","Host-associated","Fresh water, Host, Marine"
"1960",1960,"Helicobacter mustelae 12198","t646564537",646564537,"GCA_000091985.1","hfe","Helicobacter mustelae 12198","Epsilonproteobacteria","Host-associated","Host"
"1963",1963,"Helicobacter felis ATCC 49179","t649633054",649633054,"GCA_000200595.1","hbi","Helicobacter felis ATCC 49179","Epsilonproteobacteria","Host-associated","Host"
"1965",1965,"Helicobacter pylori 51","t646862330",646862330,"GCA_000011725.1","hey","Helicobacter pylori 51","Epsilonproteobacteria","Host-associated","Host, Human stomach"
"1967",1967,"Helicobacter pylori 52","t646862329",646862329,"GCA_000023805.1","hpv","Helicobacter pylori 52","Epsilonproteobacteria","Host-associated","Host, Human stomach"
"1973",1973,"Helicobacter pylori P12","t643348559",643348559,"GCA_000021465.1","hpb","Helicobacter pylori P12","Epsilonproteobacteria","Host-associated","Host, Human stomach"
"1974",1974,"Helicobacter pylori SJM180","t648028032",648028032,"GCA_000148855.1","hpe","Helicobacter pylori SJM180","Epsilonproteobacteria","Host-associated","Host, Human stomach"
"1981",1981,"Helicobacter pylori G27","t643348558",643348558,"GCA_000021165.1","hpp","Helicobacter pylori G27","Epsilonproteobacteria","Host-associated","Host, Human stomach"
"1983",1983,"Helicobacter acinonychis str. Sheeba","t637000130",637000130,"GCA_000009305.1","hms","Helicobacter acinonychis str. Sheeba","Epsilonproteobacteria","Host-associated","Host"
"1984",1984,"Helicobacter pylori SouthAfrica7","t650377952",650377952,"GCA_000185245.1","hpys","Helicobacter pylori SouthAfrica7","Epsilonproteobacteria","Host-associated","Host, Human stomach"
"1987",1987,"Helicobacter pylori 2018","t651053030",651053030,"GCA_000192335.1","hpu","Helicobacter pylori 2018","Epsilonproteobacteria","Host-associated","Host, Human stomach"
"1996",1996,"Helicobacter pylori Puno135","t2511231147",2511231147,"GCA_000224555.1","hes","Helicobacter pylori Puno135","Epsilonproteobacteria","Host-associated","Host"
"1998",1998,"Helicobacter pylori ELS37","t2512564071",2512564071,"GCA_000255955.1","hpo","Helicobacter pylori ELS37","Epsilonproteobacteria","Host-associated","Host"
"1999",1999,"Helicobacter pylori SNT49","t2511231139",2511231139,"GCA_000224575.1","hph","Helicobacter pylori SNT49 Santal49","Epsilonproteobacteria","Host-associated",""
"2003",2003,"Helicobacter hepaticus ATCC 51449","t637000131",637000131,"GCA_000007905.1","hac","Helicobacter hepaticus ATCC 51449","Epsilonproteobacteria","Host-associated","Host, Intestinal tract"
"2008",2008,"Nitratiruptor sp. SB155-2","t640753037",640753037,"GCA_000010325.1","sun","Nitratiruptor sp. SB155-2","Epsilonproteobacteria","Environmental","Deep sea, Hydrothermal vent, Marine"
"2009",2009,"Thermovibrio ammonificans HB-1","t649633104",649633104,"GCA_000185805.1","tam","Thermovibrio ammonificans HB-1","Aquificae","Environmental","Aquatic, Deep sea, Fresh water, Hot spring, Hydrothermal vent, Marine"
"2010",2010,"Desulfurobacterium thermolithotrophum DSM 11699","t649633039",649633039,"GCA_000191045.1","dte","Desulfurobacterium thermolithotrophum DSM 11699","Aquificae","Environmental","Aquatic, Deep sea, Marine"
"2011",2011,"Aquifex aeolicus VF5","t637000010",637000010,"GCA_000008625.1","aae","Aquifex aeolicus VF5","Aquificae","","Hot spring, Marine"
"2012",2012,"Hydrogenobaculum sp. Y04AAS1","t642555132",642555132,"GCA_000020785.1","hya","Hydrogenobaculum sp. Y04AAS1","Aquificae","Environmental","Aquatic, Fresh water, Hot spring"
"2013",2013,"Hydrogenobaculum sp. SN","t2507262044",2507262044,"GCA_000348765.2","hys","Hydrogenobaculum sp. SN","Aquificae","","Fresh water"
"2014",2014,"Hydrogenobacter thermophilus TK-6","t650377953",650377953,"GCA_000010785.1","hth","Hydrogenobacter thermophilus TK-6","Aquificae","Environmental","Hot spring, Soil"
"2016",2016,"Thermocrinis albus DSM 14484","t646564582",646564582,"GCA_000025605.1","tal","Thermocrinis albus DSM 14484","Aquificae","Environmental","Aquatic, Fresh water"
"2017",2017,"Sulfurihydrogenibium azorense Az-Fu1","t643692050",643692050,"GCA_000021545.1","saf","Sulfurihydrogenibium azorense Az-Fu1","Aquificae","Environmental","Aquatic, Hot spring, Soil"
"2018",2018,"Sulfurihydrogenibium sp. YO3AOP1","t642555165",642555165,"GCA_000020325.1","sul","Sulfurihydrogenibium sp. YO3AOP1","Aquificae","Environmental","Soil"
"2020",2020,"Persephonella marina EX-H1","t643692030",643692030,"GCA_000021565.1","pmx","Persephonella marina EX-H1","Aquificae","Environmental","Aquatic, Hot spring, Hydrothermal vent, Marine"
"2021",2021,"Nitrospira defluvii","t649633030",649633030,"GCA_000196815.1","nde","Candidatus Nitrospira defluvii","Nitrospira","","Fresh water, Surface water"
"2023",2023,"Chloracidobacterium thermophilum B","t2512047033",2512047033,"GCA_000226295.1","ctm","Chloracidobacterium thermophilum B","Blastocatellia","Environmental",""
"2024",2024,"Candidatus Solibacter usitatus Ellin6076","t639633060",639633060,"GCA_000014905.1","sus","Candidatus Solibacter usitatus Ellin6076","Solibacteres","Environmental","Fresh water, Soil"
"2025",2025,"Candidatus Koribacter versatilis Ellin345","t637000001",637000001,"GCA_000014005.1","aba","Candidatus Koribacter versatilis Ellin345","Acidobacteriia","Environmental","Fresh water, Soil, Terrestrial"
"2026",2026,"Acidobacterium capsulatum ATCC 51196","t643692001",643692001,"GCA_000022565.1","aca","Acidobacterium capsulatum ATCC 51196","Acidobacteriia","Environmental","Acid mine drainage, Fresh water, Soil"
"2027",2027,"Granulicella tundricola MP5ACTX9","t649633002",649633002,"GCA_000178975.2","acm","Granulicella tundricola MP5ACTX9","Acidobacteriia","","Acid mine, Soil, Tundra soil"
"2028",2028,"Terriglobus roseus DSM 18391","t2510461070",2510461070,"GCA_000265425.1","trs","Terriglobus roseus DSM 18391","Acidobacteriia","Environmental","Soil"
"2029",2029,"Terriglobus saanensis SP1PR4","t649633100",649633100,"GCA_000179915.2","tsa","Terriglobus saanensis SP1PR4","Acidobacteriia","Environmental","Soil"
"2031",2031,"Pelobacter carbinolicus DSM 2380","t637000204",637000204,"GCA_000012885.1","ppd","Pelobacter carbinolicus DSM 2380","Deltaproteobacteria","Environmental","Fresh water, Marine, Mud, Sludge"
"2032",2032,"Geobacter lovleyi SZ","t642555130",642555130,"GCA_000020385.1","gbm","Geobacter lovleyi SZ","Deltaproteobacteria","Environmental","Fresh water, Sediment, Soil"
"2033",2033,"Pelobacter propionicus DSM 2379","t639633050",639633050,"GCA_000015045.1","des","Pelobacter propionicus DSM 2379","Deltaproteobacteria","Environmental","Fresh water, Marine, Mud"
"2034",2034,"Geobacter sulfurreducens PCA","t637000120",637000120,"GCA_000007985.2","gsk","Geobacter sulfurreducens PCA","Deltaproteobacteria","Environmental","Sediment, Soil"
"2036",2036,"Geobacter metallireducens GS-15","t637000119",637000119,"GCA_000012925.1","gur","Geobacter metallireducens GS-15","Deltaproteobacteria","Environmental","Aquatic, Fresh water"
"2037",2037,"Geobacter daltonii FRC-32","t643348554",643348554,"GCA_000022265.1","gem","Geobacter daltonii FRC-32","Deltaproteobacteria","Engineered","Fresh water, Sediment, Soil"
"2038",2038,"Geobacter uraniireducens Rf4","t640427115",640427115,"GCA_000016745.1","glo","Geobacter uraniireducens Rf4","Deltaproteobacteria","Engineered","Sediment, Soil"
"2039",2039,"Geobacter bemidjiensis Bem","t642555129",642555129,"GCA_000020725.1","geo","Geobacter bemidjiensis Bem","Deltaproteobacteria","Environmental","Sediment, Soil"
"2041",2041,"Geobacter sp. M18","t649633049",649633049,"GCA_000175115.2","gpi","Geobacter sp. M18","Deltaproteobacteria","","Sediment"
"2042",2042,"Desulfohalobium retbaense DSM 5692","t644736349",644736349,"GCA_000024325.1","bba","Desulfohalobium retbaense DSM 5692","Deltaproteobacteria","Environmental","Aquatic, Sediment"
"2043",2043,"Desulfomicrobium baculatum DSM 4028","t644736350",644736350,"GCA_000023225.1","doa","Desulfomicrobium baculatum DSM 4028","Deltaproteobacteria","Environmental","Mine"
"2044",2044,"Desulfovibrio vulgaris str. Hildenborough","t637000096",637000096,"GCA_000195755.1","dvl","Desulfovibrio vulgaris str. Hildenborough","Deltaproteobacteria","Environmental","Soil"
"2046",2046,"Desulfovibrio vulgaris str. 'Miyazaki F'","t643348539",643348539,"GCA_000021385.1","dvg","Desulfovibrio vulgaris str. Miyazaki F","Deltaproteobacteria","Environmental","Fresh water, Salt marsh, Soil"
"2048",2048,"Lawsonia intracellularis PHE/MN1-00","t637000145",637000145,"GCA_000055945.1","lir","Lawsonia intracellularis PHE/MN1-00","Deltaproteobacteria","Host-associated","Host, Intestinal tract"
"2050",2050,"Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774","t643348538",643348538,"GCA_000022125.1","ddn","Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774","Deltaproteobacteria","Host-associated","Fresh water, Host, Rumen"
"2051",2051,"Desulfovibrio magneticus RS-1","t644736352",644736352,"GCA_000010665.1","dsa","Desulfovibrio magneticus RS-1","Deltaproteobacteria","Environmental","Aquatic, Fresh water, Mud"
"2055",2055,"Desulfovibrio aespoeensis Aspo-2","t649633037",649633037,"GCA_000176915.2","daf","Desulfovibrio aespoeensis Aspo-2","Deltaproteobacteria","Environmental","Animal gastrointestinal tract, Fresh water, Mud, Sea water, Soil"
"2056",2056,"Desulfovibrio salexigens DSM 2638","t644736353",644736353,"GCA_000023445.1","das","Desulfovibrio salexigens DSM 2638","Deltaproteobacteria","Environmental","Mud"
"2058",2058,"Desulfurivibrio alkaliphilus AHT 2","t646564528",646564528,"GCA_000092205.1","dpr","Desulfurivibrio alkaliphilus AHT2","Deltaproteobacteria","Environmental","Aquatic, Fresh water"
"2060",2060,"Desulfotalea psychrophila LSv54","t637000094",637000094,"GCA_000025945.1","dak","Desulfotalea psychrophila LSv54","Deltaproteobacteria","Environmental","Marine, Sediment"
"2061",2061,"Desulfobulbus propionicus DSM 2032","t649633036",649633036,"GCA_000186885.1","dsf","Desulfobulbus propionicus DSM 2032","Deltaproteobacteria","Environmental","Mud"
"2063",2063,"Desulfococcus oleovorans Hxd3","t2503692001",2503692001,"GCA_000018405.1","dal","Desulfococcus oleovorans Hxd3","Deltaproteobacteria","Environmental","Aquatic, Fresh water, Mud, Oil fields"
"2064",2064,"Desulfobacterium autotrophicum HRM2","t643692021",643692021,"GCA_000020365.1","dto","Desulfobacterium autotrophicum HRM2","Deltaproteobacteria","Environmental","Aquatic, Fresh water, Marine, Sediment"
"2066",2066,"Syntrophobacter fumaroxidans MPOB","t639633063",639633063,"GCA_000014965.1","dbr","Syntrophobacter fumaroxidans MPOB","Deltaproteobacteria","Engineered","Fresh water, Sludge, Wastewater"
"2067",2067,"Desulfarculus baarsii DSM 2075","t648028023",648028023,"GCA_000143965.1","hmr","Desulfarculus baarsii DSM 2075","Deltaproteobacteria","Environmental","Mud"
"2068",2068,"Syntrophus aciditrophicus SB","t637000317",637000317,"GCA_000013405.1","dao","Syntrophus aciditrophicus SB","Deltaproteobacteria","Engineered","Host, Sludge, Wastewater"
"2070",2070,"Desulfomonile tiedjei DSM 6799","t2509601019",2509601019,"GCA_000266945.1","sfu","Desulfomonile tiedjei DSM 6799","Deltaproteobacteria","Engineered","Sludge, Wastewater"
"2071",2071,"Desulfobacca acetoxidans DSM 11109","t2504136006",2504136006,"GCA_000195295.1","dti","Desulfobacca acetoxidans DSM 11109","Deltaproteobacteria","Engineered","Bioreactor, Sludge"
"2072",2072,"Thermodesulfatator indicus DSM 15286","t2505119042",2505119042,"GCA_000217795.1","tid","Thermodesulfatator indicus DSM 15286","Thermodesulfobacteria","Environmental","Aquatic, Deep sea, Marine"
"2074",2074,"Sorangium cellulosum So ce56","t641228509",641228509,"GCA_000067165.1","scu","Sorangium cellulosum So ce56 So ce 56","Deltaproteobacteria","","Soil, Terrestrial"
"2075",2075,"Haliangium ochraceum DSM 14365","t646311933",646311933,"GCA_000024805.1","sat","Haliangium ochraceum DSM 14365","Deltaproteobacteria","Environmental","Sea sand"
"2077",2077,"Corallococcus coralloides DSM 2259","t2512564078",2512564078,"GCA_000255295.1","sur","Corallococcus coralloides DSM 2259","Deltaproteobacteria","Environmental","Soil"
"2078",2078,"Myxococcus xanthus DK 1622","t637000186",637000186,"GCA_000012685.1","mfu","Myxococcus xanthus DK 1622","Deltaproteobacteria","","Soil, Terrestrial"
"2079",2079,"Myxococcus fulvus HW-1","t650716065",650716065,"GCA_000219105.1","msd","Myxococcus fulvus HW-1","Deltaproteobacteria","Environmental","Aquatic, Marine"
"2080",2080,"Stigmatella aurantiaca DW4/3-1","t649633096",649633096,"GCA_000165485.1","age","Stigmatella aurantiaca DW4/3-1","Deltaproteobacteria","Host-associated","Soil"
"2082",2082,"Anaeromyxobacter sp. Fw109-5","t640753003",640753003,"GCA_000017505.1","ank","Anaeromyxobacter sp. Fw109-5","Deltaproteobacteria","Environmental","Soil, Terrestrial"
"2084",2084,"Anaeromyxobacter sp. K","t642555106",642555106,"GCA_000020805.1","mxa","Anaeromyxobacter sp. K","Deltaproteobacteria","","Soil"
"2087",2087,"Acidithiobacillus caldus ATCC 51756","t645058727",645058727,"GCA_000175575.2","afi","Acidithiobacillus caldus ATCC 51756","Acidithiobacillia","Environmental",""
"2090",2090,"Acidithiobacillus ferrooxidans ATCC 53993","t642555101",642555101,"GCA_000020825.1","afr","Acidithiobacillus ferrooxidans ATCC 53993","Acidithiobacillia","Engineered","Acid mine drainage"
"2092",2092,"Acidithiobacillus ferrivorans SS3","t2510436001",2510436001,"GCA_000214095.3","bsu","Acidithiobacillus ferrivorans SS3","Acidithiobacillia","Environmental",""
"2093",2093,"Halothiobacillus neapolitanus c2","t646311935",646311935,"GCA_000024765.1","wma","Halothiobacillus neapolitanus c2","Gammaproteobacteria","Engineered","Sewage plant"
"2094",2094,"Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)","t639633019",639633019,"GCA_000015105.1","vok","Candidatus Ruthia magnifica str. Cm Calyptogena magnifica","Gammaproteobacteria","Environmental","Endosymbiont, Host, Hydrothermal vent, Marine"
"2095",2095,"Candidatus Vesicomyosocius okutanii HA","t640427107",640427107,"GCA_000010405.1","gpb",NA,"Gammaproteobacteria","Host-associated","Host"
"2096",2096,"Thiomicrospira crunogena XCL-2","t637000325",637000325,"GCA_000012605.1","tcy","Thiomicrospira crunogena XCL-2","Gammaproteobacteria","Environmental","Aquatic, Deep sea, Hot spring, Hydrothermal vent, Marine"
"2097",2097,"Thioalkalimicrobium cyclicum ALM1","t2505679009",2505679009,"GCA_000214825.1","tao","Thioalkalimicrobium cyclicum ALM1","Gammaproteobacteria","Environmental","Aquatic, Fresh water"
"2098",2098,"Thioalkalimicrobium aerophilum AL3","t2506783063",2506783063,"GCA_000227665.3","mej","Thioalkalimicrobium aerophilum AL3","Gammaproteobacteria","",""
"2100",2100,"Kangiella koreensis DSM 16069","t644736377",644736377,"GCA_000024085.1","kge","Kangiella koreensis DSM 16069","Gammaproteobacteria","Environmental","Aquatic, Marine, Sea water"
"2101",2101,"Ferrimonas balearica DSM 9799","t648028026",648028026,"GCA_000148645.1","mvs","Ferrimonas balearica DSM 9799","Gammaproteobacteria","Environmental","Marine, Sediment"
"2102",2102,"Shewanella piezotolerans WP3","t643348575",643348575,"GCA_000014885.1","svo","Shewanella piezotolerans WP3","Gammaproteobacteria","Environmental","Aquatic, Deep sea, Marine, Sediment"
"2103",2103,"Shewanella halifaxensis HAW-EB4","t641522648",641522648,"GCA_000019185.1","swd","Shewanella halifaxensis HAW-EB4","Gammaproteobacteria","Environmental","Marine, Sediment"
"2104",2104,"Shewanella pealeana ATCC 700345","t641228508",641228508,"GCA_000018285.1","she","Shewanella pealeana ATCC 700345","Gammaproteobacteria","Host-associated","Host"
"2105",2105,"Shewanella woodyi ATCC 51908","t641522649",641522649,"GCA_000019525.1","swp","Shewanella woodyi ATCC 51908","Gammaproteobacteria","Host-associated","Aquatic, Marine"
"2106",2106,"Shewanella sediminis HAW-EB3","t640753050",640753050,"GCA_000018025.1","spl","Shewanella sediminis HAW-EB3","Gammaproteobacteria","Environmental","Marine, Sediment"
"2107",2107,"Shewanella violacea DSS12","t646564568",646564568,"GCA_000091325.1","ilo","Shewanella violacea DSS12","Gammaproteobacteria","Environmental","Aquatic, Marine, Mud, Sediment"
"2108",2108,"Shewanella oneidensis MR-1","t637000258",637000258,"GCA_000146165.2","sdn","Shewanella oneidensis MR-1","Gammaproteobacteria","Environmental","Aquatic, Fresh water, Sediment"
"2109",2109,"Shewanella sp. MR-4","t637000259",637000259,"GCA_000014685.1","shm","Shewanella sp. MR-4","Gammaproteobacteria","Environmental","Aquatic, Marine"
"2115",2115,"Shewanella baltica OS155","t640069330",640069330,"GCA_000015845.1","sbm","Shewanella baltica OS155","Gammaproteobacteria","Environmental","Aquatic, Marine"
"2119",2119,"Shewanella sp. W3-18-1","t639633059",639633059,"GCA_000015185.1","shl","Shewanella sp. W3-18-1","Gammaproteobacteria","Environmental","Aquatic, Deep sea, Marine, Sediment"
"2120",2120,"Shewanella putrefaciens 200","t2510436004",2510436004,"GCA_000169215.2","sse","Shewanella putrefaciens 200","Gammaproteobacteria","Engineered","Fresh water, Host, Soil"
